event_timestamp_utc,area_name,level,threshold_mm,observed_mm_mean,observed_mm_max,product,observation_timestamp_utc,forecast_max_6h_mm,notified_email,notified_telegram,note
2026-08-21T07:21:03Z,cepina,storm_on_area,5.0,1.95,5.57,SRI,2026-08-21T07:10:00Z,,true,true,cella su area
2026-08-21T07:45:58Z,panna,storm_on_area,5.0,3.23,7.70,SRI,2026-08-21T07:35:00Z,,true,true,cella su area
2026-08-21T08:25:51Z,panna,storm_cleared,5.0,0.00,0.00,SRI,2026-08-21T08:15:00Z,,true,true,"cella uscita dopo ~39min, caduti 6.464999675750732mm"
2026-08-21T08:31:06Z,cepina,forecast_warning,5,,,SRT1,,9.30,true,true,forecast 1h prossime 6h
2026-08-21T08:31:06Z,cepina,forecast_warning,10,,,CUM3,,23.10,true,true,forecast 3h prossime 6h
2026-08-21T09:15:57Z,cepina,storm_cleared,5.0,0.80,2.40,SRI,2026-08-21T09:05:00Z,,true,true,"cella uscita dopo ~114min, caduti 3.634999990463257mm"
2026-08-21T09:25:50Z,ruspino,warning,15,19.848,20.758,CUM3,2026-08-21T09:00:00Z,11.40,true,true,
2026-08-21T09:25:59Z,cepina,warning,10,12.758,14.856,CUM3,2026-08-21T09:00:00Z,9.30,true,true,
2026-08-21T10:30:51Z,cepina,alarm,15,19.342,22.557,CUM3,2026-08-21T10:00:00Z,5.50,true,true,
2026-08-21T10:43:58Z,ruspino,storm_cleared,10.0,1.67,3.61,SRI,2026-08-21T10:35:00Z,,true,true,"cella uscita dopo ~223min, caduti 5.795000076293945mm"
2026-08-21T10:43:58Z,cepina,storm_on_area,5.0,1.83,9.38,SRI,2026-08-21T10:35:00Z,,true,true,cella su area
2026-08-21T11:06:07Z,cepina,storm_cleared,5.0,0.00,0.00,SRI,2026-08-21T10:55:00Z,,true,true,"cella uscita dopo ~22min, caduti 3.8499999046325684mm"
2026-08-21T11:06:07Z,cepina,storm_on_area,5.0,1.83,9.38,SRI,2026-08-21T10:35:00Z,,true,true,catch-up: cella rilevata a posteriori +31min
2026-08-21T11:30:56Z,panna,storm_on_area,5.0,21.91,50.21,SRI,2026-08-21T11:20:00Z,,true,true,cella su area dwell~70min
2026-08-21T12:30:52Z,panna,warning,10,17.954,26.286,CUM3,2026-08-21T12:00:00Z,0.90,true,true,
2026-08-21T12:30:52Z,panna,alarm,15,17.954,26.286,CUM3,2026-08-21T12:00:00Z,0.90,true,true,
