sensor_id,ts_utc,mm
2278,2026-08-07T10:20:00Z,9.00
2278,2026-08-07T10:30:00Z,11.40
2278,2026-08-07T10:40:00Z,3.00
2278,2026-08-07T10:50:00Z,0.60
2278,2026-08-07T11:00:00Z,0.80
2278,2026-08-07T11:10:00Z,0.20
2278,2026-08-07T11:20:00Z,0.40
2278,2026-08-07T11:30:00Z,0.20
8010,2026-08-06T23:40:00Z,0.20
8010,2026-08-08T19:30:00Z,0.20
8010,2026-08-09T19:10:00Z,2.80
8010,2026-08-09T19:20:00Z,2.40
8010,2026-08-09T19:30:00Z,1.40
8010,2026-08-09T19:40:00Z,1.40
8010,2026-08-09T19:50:00Z,0.40
8010,2026-08-09T20:00:00Z,0.20
8010,2026-08-09T20:10:00Z,1.20
8010,2026-08-09T20:20:00Z,1.20
8010,2026-08-09T20:30:00Z,1.20
8010,2026-08-09T20:40:00Z,0.60
8010,2026-08-09T20:50:00Z,0.20
8010,2026-08-09T22:40:00Z,0.20
8010,2026-08-10T15:00:00Z,0.20
8010,2026-08-10T15:10:00Z,0.20
8010,2026-08-10T15:40:00Z,0.20
8010,2026-08-10T22:10:00Z,0.60
8010,2026-08-10T22:30:00Z,0.20
8010,2026-08-12T13:20:00Z,1.20
8010,2026-08-12T13:30:00Z,0.20
8010,2026-08-12T13:40:00Z,0.20
8010,2026-08-12T15:10:00Z,0.20
8010,2026-08-12T18:20:00Z,0.20
8010,2026-08-12T18:30:00Z,2.20
8010,2026-08-12T18:40:00Z,0.60
8010,2026-08-12T18:50:00Z,0.20
8010,2026-08-15T16:20:00Z,0.80
8010,2026-08-15T16:30:00Z,1.00
8010,2026-08-15T16:40:00Z,0.40
8010,2026-08-15T16:50:00Z,0.20
8010,2026-08-15T17:10:00Z,0.40
8010,2026-08-15T17:40:00Z,0.40
8010,2026-08-15T17:50:00Z,0.60
8010,2026-08-15T18:00:00Z,2.80
8010,2026-08-15T18:10:00Z,4.20
8010,2026-08-15T18:20:00Z,1.60
8010,2026-08-15T18:30:00Z,0.40
8010,2026-08-15T18:40:00Z,0.20
2278,2026-08-16T15:50:00Z,2.60
2278,2026-08-16T16:00:00Z,3.40
2278,2026-08-16T16:10:00Z,1.20
2278,2026-08-16T16:20:00Z,0.60
2278,2026-08-16T17:00:00Z,0.20
2278,2026-08-16T19:00:00Z,0.60
2278,2026-08-16T19:20:00Z,0.20
2278,2026-08-16T19:30:00Z,0.40
2278,2026-08-16T19:40:00Z,0.60
2278,2026-08-16T19:50:00Z,0.20
2278,2026-08-16T20:00:00Z,0.20
2278,2026-08-16T21:00:00Z,0.20
2278,2026-08-16T21:20:00Z,0.40
2278,2026-08-16T21:30:00Z,0.20
2278,2026-08-16T21:40:00Z,0.20
2278,2026-08-16T21:50:00Z,0.40
2278,2026-08-16T22:00:00Z,0.40
2278,2026-08-16T22:10:00Z,0.40
2278,2026-08-16T22:20:00Z,0.40
2278,2026-08-16T22:30:00Z,0.20
2278,2026-08-16T22:40:00Z,0.40
2278,2026-08-16T22:50:00Z,0.20
2278,2026-08-16T23:00:00Z,0.40
2278,2026-08-16T23:10:00Z,0.80
2278,2026-08-16T23:20:00Z,0.40
2278,2026-08-16T23:30:00Z,0.20
2278,2026-08-16T23:40:00Z,0.20
2278,2026-08-16T23:50:00Z,0.20
2278,2026-08-17T00:00:00Z,0.20
2278,2026-08-17T00:10:00Z,0.40
2278,2026-08-17T00:20:00Z,0.20
2278,2026-08-17T00:30:00Z,0.20
2278,2026-08-17T01:10:00Z,0.20
2278,2026-08-17T09:00:00Z,0.20
8010,2026-08-16T13:40:00Z,0.20
8010,2026-08-16T16:20:00Z,0.60
8010,2026-08-16T16:40:00Z,0.20
8010,2026-08-16T16:50:00Z,0.20
8010,2026-08-16T17:00:00Z,0.40
8010,2026-08-16T17:10:00Z,0.40
8010,2026-08-16T17:20:00Z,0.60
8010,2026-08-16T17:30:00Z,0.20
8010,2026-08-16T17:40:00Z,0.40
8010,2026-08-16T17:50:00Z,0.40
8010,2026-08-16T18:00:00Z,0.40
8010,2026-08-16T18:10:00Z,0.20
8010,2026-08-16T18:20:00Z,0.20
8010,2026-08-16T18:30:00Z,0.60
8010,2026-08-16T18:40:00Z,0.80
8010,2026-08-16T18:50:00Z,0.60
8010,2026-08-16T19:00:00Z,0.80
8010,2026-08-16T19:10:00Z,0.60
8010,2026-08-16T19:20:00Z,0.40
8010,2026-08-16T19:30:00Z,0.60
8010,2026-08-16T19:40:00Z,0.40
8010,2026-08-16T19:50:00Z,0.40
8010,2026-08-16T20:00:00Z,0.20
8010,2026-08-16T20:30:00Z,0.20
8010,2026-08-16T21:30:00Z,0.20
8010,2026-08-17T00:30:00Z,0.20
8010,2026-08-17T03:40:00Z,0.20
